"hid01","hs01a27","hs01b10","hs01b12","hs01a01","hs01a08","h01aa001","h01aa002","h01aa007","h01aa008","w01fnum","w01cnum","w01cnum_1","w01cnum_2","w01byr01","w01gen01","w01mar01","w01rel01","w01byr02","w01gen02","w01mar02","w01rel02","w01byr03","w01gen03","w01mar03","w01rel03","w01byr04","w01gen04","w01mar04","w01rel04","w01byr05","w01gen05","w01mar05","w01rel05","w01byr06","w01gen06","w01mar06","w01rel06","w01byr07","w01gen07","w01mar07","w01rel07","w01byr08","w01gen08","w01mar08","w01rel08","w01byr09","w01gen09","w01mar09","w01rel09","w01edu01","w01grd01","w01job01","w01jpo01","w01edu02","w01grd02","w01job02","w01jpo02","w01edu03","w01grd03","w01job03","w01jpo03","w01edu04","w01grd04","w01job04","w01jpo04","w01edu05","w01grd05","w01job05","w01jpo05","w01edu06","w01grd06","w01job06","w01jpo06","w01edu07","w01grd07","w01job07","w01jpo07","w01edu08","w01grd08","w01job08","w01jpo08","w01edu09","w01grd09","w01job09","w01jpo09","h01ba001","h01ba002","h01ba003","h01ba007","h01ba008","h01ba010","h01ba011","h01ba012","h01ba013","h01ba044","h01ba045","h01ba046","h01ba047","h01ba118","h01ba119","h01ba120","h01ba121","h01ba122","h01ba123","h01ba124","h01bb001","h01bb003","h01bb004","h01bb005","h01bb006","h01bb007","h01bb008","h01bb009","h01bb010","h01bb011","h01bb012","h01bb013","h01bb014","h01bb015","h01bb016","h01bb017","h01bb018","h01bb019","h01bb020","h01bb021","h01bb022","h01bb023","h01bb024","h01bb025","h01bb026","h01bb027","h01bb028","h01bb029","h01bb030","h01bb038","h01bb039","h01bb053","h01bb201","h01bb203","h01bb205","h01inc","h01inc_a","h01inc_b","h01exp","h01exp_a","h01exp_b","h01ca001","h01ca002","h01exp_cb","h01cb001","h01cb002","h01cb003","h01cb004","h01cb005","h01cb006","h01cb007","h01cb008","h01cb009","h01cb010","h01cb011","h01cb012","h01cb013","h01cb014","h01cb015","h01cb016","h01exp_cc","h01cc001","h01cc002","h01cc003","h01cc004","h01cc005","h01exp_cd","h01cd001","h01cd002","h01cd003","h01cd004","h01exp_ce","h01ce001","h01ce004","h01ce005","h01ce006","h01ce007","h01ce008","h01ce009","h01ce010","h01ce011","h01ce012","h01ce013","h01ce014","h01ce015","h01ce016","h01ce017","h01ce018","h01ce019","h01exp_cf","h01exp_cg","h01cg001","h01cg002","h01cg003","h01cg004","h01cg005","h01cg006","h01cg007","h01cg008","h01cg009","h01cg010","h01exp_ch","h01ch001","h01exp_ci","h01ch002","h01ch003","h01ch004","h01ch005","h01ch006","h01ch007","h01ch008","h01ch009","h01ch010","h01ch011","h01exp_cj","h01cj001","h01cj002","h01cj003","h01cj004","h01cj005","h01cj006","h01exp_ck","h01ck007","h01ck008","h01exp_cl","h01exp_cm","h01exp_cn","h01cn001","h01cn002","h01exp_co","h01co002","h01co004","h01co005","h01co201","h01co006","h01co008","h01co120","h01co009","h01co011","h01co012","h01co202","h01co013","h01co015","h01co121","h01co016","h01co018","h01co019","h01co203","h01co020","h01co022","h01co122","h01co023","h01co025","h01co026","h01co204","h01co027","h01co029","h01co123","h01co108","h01co104","h01co105","h01co106","h01co107","h01exp_cp","h01cp101","h01cp001","h01cp002","h01cp003","h01cp004","h01cp005","h01cp006","h01cp007","h01exp_cq","h01cq011","h01cq001","h01cq002","h01cq003","h01cq004","h01cq005","h01cq006","h01cq007","h01cq008","h01cq009","h01cq010","h01exp_cr","h01cr001","h01cr003","h01cr004","h01cr005","h01cr006","h01cr007","h01cr008","h01cr009","h01cr010","h01cr011","h01cr012","h01cr013","h01cr014","h01cr015","h01cr016","h01cr017","h01exp_cs","h01exp_ct","h01ct001","h01ct002","h01exp_cu","h01cu001","h01cu002","h01da001","h01da002","h01da003","h01da004","h01dc001","h01dc003","h01dc004","h01dc011","h01dc013","h01dc014","h01dc021","h01dc023","h01dc024","h01dc031","h01dd001","h01dd003","h01dd010","h01dd011","h01dd013","h01dd020","h01dd021","h01dd023","h01dd030","h01dd031","h01de001","h01de002","h01de003","h01de004","h01ea001","h01ea002","h01ea003","h01ea004","h01eb001","h01eb003","h01eb004","h01eb006","h01eb008","h01eb009","h01eb011","h01eb013","h01eb014","h01eb016","h01eb018","h01eb019","h01eb021","h01ec001","h01ec003","h01ec004","h01ec006","h01ec008","h01ec009","h01ec011","h01ec013","h01ec014","h01ec016","h01ec018","h01ec019","h01ec021","h01fa001","h01fa002","h01fa003","h01fa004","h01fa005","h01fa006","h01fa007","h01fa008","h01fa011","h01fa012","h01fa013","h01fa014","h01fa015","h01fa016","h01fb030","h01fb031","h01fb009","h01fb010","h01fb011","h01fb012","h01fb013","h01fb014","h01fb015","h01fb016","h01fb017","h01fb018","h01fb025","h01fb026","h01fb019","h01fb020","h01fb001","h01fb002","h01fc100","h01fc001","h01fc002","h01fc003","h01fc004","h01fc005","h01fc006","h01fc007","h01fc011","h01fc012","h01fc014","h01fc015","h01fc016","h01fc017","h01ka002","h01ka004","h01ka005","h01ka009","h01ka010","h01ka014","h01ka015","h01ka019","h01ka020","h01ka024","h01ka025","h01ka029","h01ka030","h01ka034","h01ka035","h01ka040","h01ka041","h01ka044","h01ka045","hpid01","hpid02","hpid03","hpid04","hpid05","hpid06","hpid07","hpid08","hpid09","h01cwt","version1"
13905,1,34,2,2,72570,1,1,2,1,2,0,0,0,1966,1,4,1,1931,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,6,4,1,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3000,,,660,66,,,,,,,3,2,,2,,,,1,1,135,2002,2006,700,2500,1,,,,,,,,,,,,,,,,,,,,,,1,50,1,,20,,1212,1212,0,1929.59997558594,1383.59997558594,546,2,120,20,1,20,1,3.5,1,1,1,1.2,1,9.6,2,,2,,2,,240,1,20,2,,5,12,1,1,2,,72,1,1390501,6,35,0.2,,,,,,,,,,,,,,99.5999984741211,1,3,1,1.5,1,3,1,0.8,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,700,1,700,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,350,1,350,48,1,48,1,100,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,1,1390502,3,1,,,,,,,,,,2,,,,,,,,,,,,,1,350,2,,2,,2,,2,,2,,2,,1,3000,2,,1,2400,2,,2,,2,,2,,2,,2,,1,500,2,,,2,,,1,500,2,,2,,2,1,2,1,,,,,,,,,,,,,,,,1390501,1390502,,,,,,,,5668.069685,1.72000002861023
13906,1,34,2,2,72570,1,1,2,1,2,0,0,0,1938,1,1,1,1939,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,6,4,1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,300,,,561,75.9,,,,,,,3,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,1140,1140,0,571.200012207031,531.200012207031,40,1,50,12,1,12,1,1.5,1,0.4,2,,1,8,2,,1,0.9,2,,240,1,20,2,,5,0,2,,2,,0,2,,,,,,,,,,,,,,,,,,79.1999969482422,2,,1,6,2,,1,0.6,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,200,1,200,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,0,2,,0,2,,1,40,2,,2,,,,,,,,,,1,5,1390601,30,5,1390602,30,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,500,2,,2,,2,,2,,2,,2,,1,300,2,,1,400,2,,2,,2,,2,,2,,2,,1,2500,2,,,2,,,1,2500,2,,2,,1,1,2,2,,,,,,,,,,,,,,,,1390601,1390602,,,,,,,,4008.2142,1.72000002861023
13907,1,34,2,2,72570,1,1,2,1,2,0,0,0,1960,1,1,1,1961,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,7,5,4,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10000,,,660,231,,,,,,,2,2,,2,,,,1,3,315,2001,2001,2700,2000,1,1,114,2007,2007,1700,1600,1,,,,,,,,,,,,,,,1,70,1,30,60,,6000,6000,0,6086.39990234375,3201.59985351563,2884.80004882813,4,200,50,1,50,1,40,1,1,1,1.7,2,,2,,2,,2,,1200,1,50,1,50,3,0,2,,2,,72,1,1390701,6,36,0.2,,,,,,,,,,,,,,321.600006103516,1,3,1,7,1,15,1,1.8,2,,18,2,,,2,,2,,,2,,1,18,0,2,,2,,2,,0,2,,,,360,1,360,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,100,1,100,1,100,2,,2,,0,2,2,,2,,2,,2,,2,,2000,1,1390702,5,2000,,,,,,,,,,,,,,250,1,250,60,1,60,1,500,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1000,2,,2,,2,,2,,2,,2,,1,10000,2,,1,10000,2,,2,,2,,2,,2,,2,,1,100000,2,,,2,,,1,100000,2,,2,,1,1,1,2,,,,,,,,,,,,,,,,1390701,1390702,,,,,,,,5668.069685,1.72000002861023
13908,1,34,2,2,72570,1,1,1,0,1,0,0,0,1937,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,200,,,132,49.5,,,,,,,3,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,36,36,0,438.799987792969,408.799987792969,30,1,45,8,1,8,1,5,1,0.4,2,,2,,1,1.7,1,0.9,2,,180,1,15,2,,5,12,1,1,2,,0,2,,,,,,,,,,,,,,,,,,58.7999992370605,2,,1,2.5,1,1.5,1,0.9,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,150,1,150,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,0,2,,0,2,,1,30,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,1,1390801,2,3,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,1,200,2,,2,,2,,2,,2,,2,,2,,2,,1,500,2,,,2,,,1,500,2,,2,,1,1,2,,,,,,,,,,,,,,,,,1390801,,,,,,,,,7166.176027,1.72000002861023
13909,1,34,2,2,72570,1,2,4,1,4,2,0,2,1961,1,1,1,1965,2,1,2,1993,1,4,3,1995,1,4,3,,,,,,,,,,,,,,,,,,,,,4,2,7,1,4,2,12,,3,1,14,,3,1,14,,,,,,,,,,,,,,,,,,,,,,1,1,6000,,,396,99,,,,,,,3,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2400,2400,0,2325,1799,526,3,180,13,1,13,1,5.5,1,0.8,1,1.7,2,,2,,2,,2,,720,1,30,1,30,3,24,1,2,2,,90,1,1390901,7.5,15,0.25,,,,,,,,,,,,,,234,1,2.8,1,0.7,1,13,1,3,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,420,1,420,,,102,1,102,186,1390903,3,1,68,0,68,25,1390904,3,1,68,0,68,25,,,,,,,,,,,,,,,2,,,,,10,1,10,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,252,1,252,72,1,72,1,70,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1000,2,,2,,2,,2,,2,,2,,1,6000,2,,2,,2,,2,,2,,2,,2,,2,,1,2000,2,,,2,,,1,2000,2,,2,,1,1,2,2,,2,,2,,,,,,,,,,,,1390901,1390902,1390903,1390904,,,,,,5115.895915,1.72000002861023
13910,1,34,2,2,52568,1,1,2,1,2,0,0,0,1940,1,1,1,1938,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,13,,2,2,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,12000,,,660,132,,,,,,,2,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2600,2600,0,913.599975585938,763.599975585938,150,3,70,10,1,10,1,3,2,,1,3.5,1,3,2,,2,,2,,300,1,20,1,5,4,60,1,5,2,,0,2,,,,,,,,,,,,,,,,,,93.5999984741211,2,,1,2,1,3,1,2.8,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,300,1,300,1,42,2,,1,50,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,0,2,,0,2,,1,150,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,5000,2,,2,,2,,2,,2,,2,,1,12000,2,,1,30000,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,1,2,1,2,,,,,,,,,,,,,,,1391001,1391002,,,,,,,,4337.656462,1.72000002861023
13911,1,34,2,2,52568,1,1,1,1,1,0,0,0,1937,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2500,,,330,59.4,,,,,,,2,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,244,244,0,507.600006103516,430.600006103516,77,1,40,11,1,11,1,3,2,,2,,1,6,2,,1,1,2,,96,1,7,1,1,6,12,1,0.5,1,0.5,0,2,,,,,,,,,,,,,,,,,,39.5999984741211,2,,1,1.5,2,,1,1.8,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,272,1,272,2,,2,,1,200,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,0,2,,27,1,27,1,50,2,,2,,,,,,,,,,1,5,1391101,40,,,,,,,2,,2,,2,,,,1,1391101,3,1,,,,,,,,,,2,,,,,,,,,,,,,1,500,2,,2,,2,,2,,2,,2,,1,2500,2,,1,3000,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,1,1,2,,,,,,,,,,,,,,,,,1391101,,,,,,,,,7755.176796,1.72000002861023
13912,1,34,2,2,52568,1,1,1,1,1,0,0,0,1931,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000,,,198,66,,,,,,,2,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,632,632,0,430.399993896484,330.399993896484,100,1,40,5,1,5,1,2,2,,2,,2,,2,,1,1.8,2,,132,1,5,1,6,6,0,2,,2,,0,2,,,,,,,,,,,,,,,,,,68.4000015258789,2,,1,2.5,1,2,1,1.2,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,125,1,125,2,,2,,1,120,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,0,2,,0,2,,1,100,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,1,12,6,72,1,1391201,2,5,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,1,2000,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,1,1,2,,,,,,,,,,,,,,,,,1391201,,,,,,,,,7755.176796,1.72000002861023
13913,1,34,2,2,52568,1,1,1,1,1,0,0,0,1944,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000,,,165,66,,,,,,,2,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,700,700,0,388,268,120,1,40,4,1,4,1,2.6,2,,1,1,2,,2,,2,,2,,96,1,7,1,1,6,12,1,0.5,1,0.5,60,1,1391301,5,36,0.2,,,,,,,,,,,,,,24,2,,1,2,2,,2,,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,72,1,72,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,0,2,,0,2,,1,120,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,1,2000,2,,2,,2,,2,,2,,2,,2,,2,,1,2000,2,,,2,,,1,2000,2,,2,,1,1,2,,,,,,,,,,,,,,,,,1391301,,,,,,,,,7755.176796,1.72000002861023
13914,1,34,2,2,52568,1,1,2,2,2,0,0,0,1952,1,1,1,1956,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,6,4,2,2,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,8000,,,990,115.5,,,,,,,2,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2800,1800,1000,977.200012207031,745.200012207031,232,3,45,12,1,12,1,4,2,,2,,1,5,2,,1,1.6,2,,204,1,15,1,2,5,48,1,4,2,,120,1,1391401,10,36,0.2,,,,,,,,,,,,,,61.2000007629395,2,,1,2.5,1,2,1,0.6,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,300,1,300,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,60,1,60,0,2,,1,100,1,1000,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1000,2,,2,,2,,2,,2,,2,,1,8000,2,,1,10000,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,1,1,2,2,,,,,,,,,,,,,,,,1391401,1391402,,,,,,,,6850.21312,1.72000002861023
13915,1,34,2,2,22554,1,1,1,1,1,0,0,0,1938,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6000,,,660,66,,,,,,,3,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,712,712,0,459,359,100,1,50,15,1,15,1,2,1,2,2,,1,10,2,,1,1,2,,240,1,20,2,,5,0,2,,2,,0,2,,,,,,,,,,,,,,,,,,24,2,,1,2,2,,2,,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,60,1,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,20,1,20,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,0,2,,0,2,,1,100,2,,2,,,,,,,,,,1,5,1391501,200,,,,,,,2,,2,,2,,,,1,1391501,3,1,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,1,6000,2,,1,3000,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,1,1,2,,,,,,,,,,,,,,,,,1391501,,,,,,,,,6871.675642,1.72000002861023
13916,1,34,2,2,22554,1,1,2,2,2,0,0,0,1934,1,1,1,1935,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,6,4,2,2,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,15000,,,339,85,,,,,,,3,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,3064,3064,0,598.800048828125,568.800048828125,30,3,80,10,1,10,1,6.6,1,2.3,2,,2,,2,,2,,2,,240,1,20,2,,5,55.2000007629395,1,3.6,1,1,72,1,1391601,6,35,0.2,,,,,,,,,,,,,,21.6000003814697,2,,1,1,1,0.8,2,,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,120,1,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,50,1,50,1,10,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,0,2,,0,2,,1,30,2,,2,,,,,,,,,,1,3,1391602,30,5,1391602,50,,,,2,,2,,2,,,,1,1391601,3,1,1391602,3,1,,,,,,,1,1391601,1,50,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,1,15000,2,,1,20000,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,1,2,1,2,,,,,,,,,,,,,,,1391601,1391602,,,,,,,,3843.493068,1.72000002861023
13917,1,34,2,2,22554,1,1,3,1,3,1,0,1,1939,1,1,1,1940,2,1,2,1998,2,4,7,,,,,,,,,,,,,,,,,,,,,,,,,3,2,6,4,2,2,12,,2,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1150,,,231,151,,,,,,,2,2,,2,,,,1,4,404,2004,2006,1000,2700,1,,,,,,,,,,,,,,,,,,,,,,1,100,1,,55,,1936,1936,0,1671,1361,310,2,80,15,1,15,1,4,1,2,2,,1,7,2,,2,,2,,360,1,30,2,,5,0,2,,2,,0,2,,,,,,,,,,,,,,,,,,120,1,3,1,3,1,4,2,,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,0,2,,156,1391703,2,1,36,0,36,120,,,,,,,,,,,,,,,,,,,,,,2,,,,,50,1,50,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,100,1,100,60,1,60,1,150,2,,2,,,,,,,,,,1,5,1391702,100,,,,,,,2,,2,,2,,,,1,1391701,2,3,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,1,1150,2,,1,50000,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,1,1,2,2,,2,,,,,,,,,,,,,,1391701,1391702,1391703,,,,,,,3843.493068,1.72000002861023
13918,1,34,2,2,22554,1,1,1,1,1,0,0,0,1931,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-9,,,686,132,,,,,,,2,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,332,332,0,508,458,50,1,50,10,1,10,1,1.5,1,2,2,,1,5.7,2,,2,,2,,240,1,20,2,,5,0,2,,2,,0,2,,,,,,,,,,,,,,,,,,18,2,,1,1.5,2,,2,,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,120,1,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,70,1,70,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,0,2,,0,2,,1,50,2,,2,,,,,,,,,,1,5,1391801,200,,,,,,,2,,2,,2,,,,1,1391801,3,1,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,1,-9,2,,1,2000,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,1,1,2,,,,,,,,,,,,,,,,,1391801,,,,,,,,,6871.675642,1.72000002861023
13919,1,34,2,2,22554,1,2,5,2,5,3,0,3,1956,1,1,1,1962,2,1,2,1990,2,4,3,1992,2,4,3,2000,2,4,3,,,,,,,,,,,,,,,,,2,2,8,3,2,2,8,3,4,1,14,,4,1,14,,2,1,14,,,,,,,,,,,,,,,,,,1,4,,,5,99,89,,,,,,,5,2,,2,,,,1,4,404,2002,2002,600,2500,1,,,,,,,,,,,,,,,,,,,,,,1,55,1,,15,,1500,1500,0,3072,2267,805,3,200,25,1,25,1,5,1,1,2,,1,15,2,,2,,2,,840,1,70,2,,5,120,1,10,2,,90,1,1391901,7.5,24,0.25,,,,,,,,,,,,,,390,2,,1,1,1,30,1,1.5,2,,240,1,,240,2,,2,,,2,,2,,50,1,50,2,,2,,0,2,,,,0,2,,327,1391903,4,1,162,152,10,,1391904,4,1,162,152,10,,1391905,2,1,3,0,3,,,,,,,,,2,,,,,5,1,5,2,,2,,2,,0,2,2,,2,,2,,2,,2,,12,1,1391905,5,12,,,,,,,,,,,,,,600,1,600,60,1,60,1,100,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,500,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,1,2,1,2,2,,2,,2,,,,,,,,,,1391901,1391902,1391903,1391904,1391905,,,,,5478.498549,1.72000002861023
13920,1,34,2,2,22554,1,2,5,1,5,3,1,2,1971,1,1,1,1975,2,1,2,1997,2,4,3,1999,2,4,3,2006,2,4,3,,,,,,,,,,,,,,,,,4,2,7,1,4,2,12,,2,1,14,,2,1,14,,1,,13,,,,,,,,,,,,,,,,,,2,3,,500,30,,,79.2,69.3,,,,,5,2,,2,,,,1,1,104,2002,2006,1500,2300,1,,,,,,,,,,,,,,,,,,,,,,1,22,1,45,,,3000,3000,0,2929.59985351563,2422.39990234375,507.200012207031,3,200,26,1,26,1,3,1,1,2,,1,15,2,,1,1.5,2,,1200,1,70,1,30,3,18,1,1.5,2,,120,1,1392001,10,29,0.23,,,,,,,,,,,,,,176.399993896484,1,2.7,1,2,1,8,1,2,2,,24,1,,24,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,180,1,180,108,1392003,2,1,30,0,30,24,1392004,2,1,30,0,30,24,,,,,,,,,,,,,,,2,,,,,30,1,30,2,,2,,1,30,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,178,1,178,100,1,100,2,,2,,1,1392002,3,50,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,1,500,2,,2,,2,,2,,2,,2,,1,5000,2,,2,,2,,2,,2,,2,,1,500,1,3500,2,,,2,,,2,,1,3500,2,,1,1,1,2,,2,,2,,2,,,,,,,,,,1392001,1392002,1392003,1392004,1392005,,,,,5180.724874,1.72000002861023
